都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
131148,225,東京都,中野区,小林眼科医院,コバヤシガンカイイン,無床診療所,東京都中野区野方4-20-5,,35.720333,139.654007,03-3386-7355,,,,,,,,,,,眼科,0,,
131148,226,東京都,中野区,くり小児科内科,クリショウニカナイカ,無床診療所,東京都中野区野方4-22-3,,35.721191,139.653931,03-5345-6166,,,,,,,,,,,内科;アレルギー科;小児科,0,,
131148,228,東京都,中野区,野方駅内科,ノガタエキナイカ,無床診療所,東京都中野区野方5-3-1,野方WIZ 101号,35.718098,139.653549,03-5356-8153,,,,,,,,,,,内科;循環器内科,0,,
131148,229,東京都,中野区,高崎医院,タカサキイイン,無床診療所,東京都中野区野方5-4-13,,35.718304,139.652496,03-3338-3037,,,,,,,,,,,内科;消化器科;整形外科;リハビリ科,0,,
131148,230,東京都,中野区,石森脳神経外科,イシモリノウシンケイゲカ,無床診療所,東京都中野区野方5-10-15,,35.717136,139.65123,03-3310-5041,,,,,,,,,,,内科;脳神経外科,0,,
131148,231,東京都,中野区,耳鼻咽喉科　奥平医院,ジビインコウカ　オクダイライイン,無床診療所,東京都中野区野方5-18-2,,35.719017,139.651566,03-3330-1374,,,,,,,,,,,アレルギー科;小児科;耳鼻咽喉科;小児耳鼻咽喉科,0,,
131148,232,東京都,中野区,医療法人社団豊医会　竹下医院,イリョウホウジンシャダン　ホウイカイ　タケシタイイン,無床診療所,東京都中野区野方5-22-8,,35.718719,139.652344,03-3339-6658,,,,,,,,,,,内科;小児科,0,,
131148,233,東京都,中野区,のがた眼科クリニック,ノガタガンカクリニック,無床診療所,東京都中野区野方5-25-4,竹内ビル2階,35.718704,139.653,03-3223-8588,,,,,,,,,,,眼科,0,,
131148,234,東京都,中野区,長谷川医院,ハセガワイイン,無床診療所,東京都中野区野方5-28-6,,35.719379,139.652649,03-3338-2050,,,,,,,,,,,内科;皮膚科;アレルギー科;小児科;外科;形成外科;麻酔科,0,,
131148,235,東京都,中野区,重福医院,シゲフクイイン,無床診療所,東京都中野区野方5-29-5,服部ビル2F,35.719189,139.652573,03-5327-3803,,,,,,,,,,,内科;呼吸器科;アレルギー科,0,,
131148,236,東京都,中野区,中村医院,ナカムライイン,無床診療所,東京都中野区野方6-1-2,,35.71981,139.653397,03-3336-1859,,,,,,,,,,,内科;循環器科;消化器科;リハビリ科,0,,
131148,237,東京都,中野区,医療法人社団和久慈会　鳥海ペインクリニック,イリョウホウジンシャダン　ワクジカイ　トリウミペインクリニック,無床診療所,東京都中野区野方6-3-2,,35.719921,139.652786,03-3338-1414,,,,,,,,,,,内科;消化器科;外科;肛門科;整形外科;麻酔科,0,,
131148,238,東京都,中野区,堀田眼科医院,ホッタガンカイイン,無床診療所,東京都中野区野方6-3-10,,35.71994,139.653015,03-3330-0224,,,,,,,,,,,眼科,0,,
131148,239,東京都,中野区,松崎皮フ科,マツザキヒフカ,無床診療所,東京都中野区野方6-4-1,2F,35.720238,139.652649,03-3330-8071,,,,,,,,,,,皮膚科,0,,
131148,240,東京都,中野区,医療法人社団鶴翔会　つるい整形外科,イリョウホウジンシャダン　カクショウカイ　ツルイセイケイゲカ,無床診療所,東京都中野区野方6-6-2,サンクリバージュ野方1階,35.7202,139.653305,03-5327-3443,,,,,,,,,,,整形外科;リハビリ科,0,,
131148,241,東京都,中野区,医療法人社団　明笙会　たけうち内科,イリョウホウジンシャダン　メイショウカイ　タケウチナイカ,無床診療所,東京都中野区野方6-8-7,岸ビル1階,35.721001,139.652603,03-5356-5777,,,,,,,,,,,内科,0,,
131148,242,東京都,中野区,医療法人社団京愛会　ケイ・メディカルクリニック,イリョウホウジンシャダン　ケイアイカイ　ケイ・メディカルクリニック,無床診療所,東京都中野区大和町1-4-2,白鳳ビル3階,35.709663,139.652954,03-3310-7121,,,,,,,,,,,整形外科;リハビリ科,0,,
131148,243,東京都,中野区,いたばしクリニック,イタバシクリニック,無床診療所,東京都中野区大和町1-27-3,暁荘1F,35.710651,139.652756,03-5356-1623,,,,,,,,,,,内科;外科;消化器内科（胃腸内科）,0,,
131148,244,東京都,中野区,たかとり内科,タカトリナイカ,無床診療所,東京都中野区大和町1-30-6,,35.709797,139.651505,03-6265-5835,,,,,,,,,,,内科;皮膚科;神経内科;小児科,0,,旧診療科目：内科;皮膚科;神経内科
131148,245,東京都,中野区,医療法人社団千年会　やはたクリニック,イリョウホウジンシャダン　センネンカイ　ヤハタクリニック,無床診療所,東京都中野区大和町1-44-4,,35.713238,139.650757,03-5364-5361,,,,,,,,,,,内科;小児科;整形外科;リハビリ科,0,,
131148,246,東京都,中野区,医療法人社団光智会　能戸クリニック,イリョウホウジンシャダン　コウチカイ　ノトクリニック,無床診療所,東京都中野区大和町1-45-12,,35.713051,139.650665,03-3337-6700,,,,,,,,,,,内科;消化器科;神経科;皮膚科;小児科;精神科;心療内科;外科,0,,
131148,247,東京都,中野区,医療法人社団　荒牧医院,イリョウホウジンシャダン　アラマキイイン,無床診療所,東京都中野区大和町1-64-10,,35.709759,139.650192,03-3337-0198,,,,,,,,,,,耳鼻咽喉科;形成外科,0,,旧診療科目：皮膚科;耳鼻咽喉科
131148,248,東京都,中野区,司馬内科医院,シマナイカイイン,無床診療所,東京都中野区大和町1-65-2,,35.709545,139.650681,03-3223-1785,,,,,,,,,,,内科,0,,
131148,249,東京都,中野区,白浜医院,シラハマイイン,無床診療所,東京都中野区大和町2-6-7,1F,35.716408,139.653595,03-3339-6424,,,,,,,,,,,内科;精神科;心療内科,0,,
131148,250,東京都,中野区,小川クリニック,オガワクリニック,無床診療所,東京都中野区大和町2-46-4,,35.714664,139.648529,03-5327-4664,,,,,,,,,,,内科;リウマチ科;歯科,0,,
131148,251,東京都,中野区,社会医療法人社団健友会　やまと診療所,シャカイイリョウホウジンシャダン　ケンユウカイ　ヤマトシンリョウショ,無床診療所,東京都中野区大和町3-3-12,,35.711254,139.649399,03-3339-5640,,,,,,,,,,,内科;循環器科;消化器科;整形外科;呼吸器内科,0,,
131148,252,東京都,中野区,医療法人社団渡辺会　大場診療所,イリョウホウジンシャダン　ワタナベカイ　ダイバシンリョウジョ,無床診療所,東京都中野区大和町3-40-6,,35.71172,139.644058,03-3330-0073,,,,,,,,,,,内科;循環器科;小児科;放射線科;胃腸科,0,,
131148,253,東京都,中野区,高梨医院,タカナシイイン,無床診療所,東京都中野区大和町4-10-21,,35.714504,139.648239,03-3337-6987,,,,,,,,,,,内科;小児科;循環器内科,0,,
131148,254,東京都,中野区,宮嶋メディカルクリニック,ミヤジマメディカルクリニック,無床診療所,東京都中野区若宮1-25-12,,35.718319,139.649994,03-3338-7492,,,,,,,,,,,内科;呼吸器内科;アレルギー科;皮膚科,0,,
131148,255,東京都,中野区,やじまクリニック,ヤジマクリニック,無床診療所,東京都中野区若宮2-1-23,,35.715294,139.646347,03-3339-1811,,,,,,,,,,,内科;小児科,0,,
131148,256,東京都,中野区,佐藤医院,サトウイイン,無床診療所,東京都中野区若宮2-23-6,,35.715729,139.64447,03-3338-0536,,,,,,,,,,,内科;呼吸器科;循環器科;小児科;胃腸科,0,,
131148,257,東京都,中野区,医療法人社団楽育会　小池小児科医院,イリョウホウジンシャダン　ラクイクカイ　コイケショウニカイイン,無床診療所,東京都中野区若宮3-2-10,,35.719368,139.646851,03-3330-0743,,,,,,,,,,,アレルギー科;小児科,0,,
131148,258,東京都,中野区,とりつかせいクリニック,トリツカセイクリニック,無床診療所,東京都中野区若宮3-36-12,STEPⅠ 1階,35.72123,139.644684,03-3310-3880,,,,,,,,,,,内科;消化器内科（胃腸内科）;心療内科,0,,
131148,259,東京都,中野区,浜野眼科医院,ハマノガンカイイン,無床診療所,東京都中野区若宮3-40-12,,35.719692,139.645355,03-3338-5539,,,,,,,,,,,眼科,0,,
131148,260,東京都,中野区,つるた鷺ノ宮クリニック,ツルタサギノミヤクリニック,無床診療所,東京都中野区白鷺1-7-15,マアヤ白鷺1階,35.717564,139.637497,03-5373-8460,,,,,,,,,,,内科;消化器内科（胃腸内科）;糖尿病内科（代謝内科）;小児科;皮膚科,0,,
131148,261,東京都,中野区,西山耳鼻咽喉科医院,ニシヤマジビインコウカイイン,無床診療所,東京都中野区白鷺2-45-10,,35.720367,139.636536,03-3330-4195,,,,,,,,,,,耳鼻咽喉科;気管食道内科,0,,
131148,262,東京都,中野区,明野眼科,アケノガンカ,無床診療所,東京都中野区白鷺2-49-27,,35.722229,139.637192,03-3336-8185,,,,,,,,,,,眼科,0,,
131148,263,東京都,中野区,太田整形外科,オオタセイケイゲカ,無床診療所,東京都中野区白鷺3-15-10,,35.722603,139.629807,03-3310-5216,,,,,,,,,,,リウマチ科;整形外科;リハビリ科;皮膚科,0,,
131148,264,東京都,中野区,霜山医院,シモヤマイイン,無床診療所,東京都中野区鷺宮1-2-15,,35.721378,139.648438,03-3330-5880,,,,,,,,,,,内科;小児科,0,,
131148,265,東京都,中野区,すぎやまクリニック,スギヤマクリニック,無床診療所,東京都中野区鷺宮1-27-5,3階,35.722969,139.64418,03-3223-1275,,,,,,,,,,,内科;小児科,0,,
131148,266,東京都,中野区,こころの杜クリニック,ココロノモリクリニック,無床診療所,東京都中野区鷺宮1-27-6,青山ビル2F,35.723095,139.644135,03-3310-1840,,,,,,,,,,,精神科;心療内科,0,,
131148,267,東京都,中野区,塩崎クリニック,シオザキクリニック,無床診療所,東京都中野区鷺宮2-5-7,宮ビル2階,35.724762,139.645294,03-5327-3336,,,,,,,,,,,内科;外科;肛門科;胃腸科,0,,
131148,268,東京都,中野区,ふじもり耳鼻咽喉科クリニック,フジモリジビインコウカクリニック,無床診療所,東京都中野区鷺宮3-4-7,,35.72337,139.642471,03-5373-4133,,,,,,,,,,,アレルギー科;耳鼻咽喉科,0,,
131148,269,東京都,中野区,くすもと皮フ科,クスモトヒフカ,無床診療所,東京都中野区鷺宮3-9-１,102,35.724155,139.643646,03-6427-6667,,,,,,,,,,,皮膚科,0,,
131148,270,東京都,中野区,ホリスティキュアメディカルクリニック（ＨＯＬＩＳＴＩＣＵＲＥ　ＭＥＤＩＣＡＬ　ＣＬＩＮＩＣ）,ホリスティキュアメディカルクリニック,無床診療所,東京都中野区鷺宮3-9-27,,35.724712,139.643738,03-5356-8170,,,,,,,,,,,内科;循環器内科;皮膚科,0,,
131148,271,東京都,中野区,医療法人社団フレシェア　若宮診療所,イリョウホウジンシャダン　フレシェア　ワカミヤシンリョウジョ,無床診療所,東京都中野区鷺宮3-11-8,,35.723137,139.641891,03-3338-7335,,,,,,,,,,,内科;呼吸器内科;アレルギー科,0,,
131148,272,東京都,中野区,さぎのみや皮膚科クリニック,サギノミヤヒフカクリニック,無床診療所,東京都中野区鷺宮3-19-1,連城ビル2階,35.722927,139.638565,03-5327-3013,,,,,,,,,,,皮膚科;小児皮膚科;美容皮膚科;アレルギー科,0,,
131148,273,東京都,中野区,さかい内科クリニック,サカイナイカクリニック,無床診療所,東京都中野区鷺宮3-19-15,1階A,35.723076,139.638657,03-5327-3670,,,,,,,,,,,内科;呼吸器科;アレルギー科,0,,
131148,274,東京都,中野区,さぎの宮の根岸眼科,サギノミヤノネギシガンカ,無床診療所,東京都中野区鷺宮3-20-3,小野田ビル2階,35.723629,139.638245,03-5327-3555,,,,,,,,,,,眼科,0,,
131148,275,東京都,中野区,医療法人社団明篤会　沖津医院,イリョウホウジンシャダン　メイトクカイ　オキツイイン,無床診療所,東京都中野区鷺宮3-20-4,鷺宮医療ビル2階､3階,35.723698,139.638184,03-3339-2865,,,,,,,,,,,内科;循環器科;消化器科;神経内科;皮膚科;リハビリ科,0,,
131148,276,東京都,中野区,中越整形外科,ナカコシセイケイゲカ,無床診療所,東京都中野区鷺宮3-20-9,,35.723793,139.638702,03-5327-5835,,,,,,,,,,,リウマチ科;外科;整形外科;リハビリ科,0,,
131148,277,東京都,中野区,鷺ノ宮耳鼻咽喉科,サギノミヤジビインコウカ,無床診療所,東京都中野区鷺宮3-20-10,フロンティア鷺宮1階,35.723663,139.638672,03-5327-4187,,,,,,,,,,,耳鼻咽喉科,0,,
131148,278,東京都,中野区,熊谷医院,クマガイイイン,無床診療所,東京都中野区鷺宮3-32-5,,35.724304,139.638214,03-3338-1515,,,,,,,,,,,内科;放射線科,0,,
131148,279,東京都,中野区,曽根クリニック,ソネクリニック,無床診療所,東京都中野区鷺宮4-31-2,,35.72448,139.635849,03-5373-8700,,,,,,,,,,,精神科;心療内科,0,,
131148,280,東京都,中野区,美穂診療所,ミホシンリョウジョ,無床診療所,東京都中野区鷺宮5-3-14,,35.726658,139.634796,03-3990-1208,,,,,,,,,,,内科;小児科;消化器内科（胃腸内科）,0,,
131148,281,東京都,中野区,やまぐち内科ハートクリニック,ヤマグチナイカハートクリニック,無床診療所,東京都中野区上鷺宮2-4-1,,35.726818,139.63588,03-3970-0770,,,,,,,,,,,内科;循環器内科;呼吸器内科;糖尿病内科（代謝内科）,0,,
131148,282,東京都,中野区,かみさぎキッズクリニック,カミサギキッズクリニック,無床診療所,東京都中野区上鷺宮3-8-14,,35.732426,139.631149,03-3577-8400,,,,,,,,,,,小児科;小児外科（漢方）,0,,
131148,283,東京都,中野区,医療法人社団哲心会　千川通りあさのクリニック,イリョウホウジンシャダン　テツシンカイ　センカワトオリ　アサノクリニック,無床診療所,東京都中野区上鷺宮3-16-1,1階,35.735432,139.633194,03-5987-0114,,,,,,,,,,,内科;呼吸器科;循環器科;消化器科;外科;リハビリ科,0,,
131148,284,東京都,中野区,医療法人社団　かみさぎ眼科クリニック,イリョウホウジンシャダン　カミサギガンカクリニック,無床診療所,東京都中野区上鷺宮4-3-1,1階,35.732536,139.630875,03-3577-2141,,,,,,,,,,,眼科,0,,
131148,285,東京都,中野区,かみさぎ皮フ科医院,カミサギヒフカイイン,無床診療所,東京都中野区上鷺宮4-3-16,1階,35.733433,139.630753,03-3825-0789,,,,,,,,,,,皮膚科,0,,
131148,286,東京都,中野区,医療法人社団関会　関医院,イリョウホウジンシャダン　セキカイ　セキイイン,無床診療所,東京都中野区上鷺宮4-6-21,,35.733994,139.630188,03-3990-2644,,,,,,,,,,,内科;消化器科,0,,
131148,287,東京都,中野区,たかのクリニック,タカノクリニック,無床診療所,東京都中野区上鷺宮4-6-38,,35.732422,139.629807,03-3990-2222,,,,,,,,,,,内科;循環器内科;小児科,0,,
131148,288,東京都,中野区,のぐち内科クリニック,ノグチナイカクリニック,無床診療所,東京都中野区上鷺宮4-17-14,,35.734814,139.629593,03-3926-0007,,,,,,,,,,,内科;呼吸器科;神経内科,0,,
131148,289,東京都,中野区,髙木小児科医院,タカギショウニカイイン,無床診療所,東京都中野区上鷺宮4-19-10,,35.734993,139.627777,03-5241-5823,,,,,,,,,,,小児科,0,,
131148,100000001,東京都,中野区,医療法人財団圭友会　小原病院,イリョウホウジンザイダンケイユウカイ　オバラビョウイン,病院,東京都中野区本町3-28-16,,35.696941,139.678391,03-3372-0311,,,,,,,,,,,内科、外科、整形外科,116,,
131148,100000002,東京都,中野区,新渡戸記念中野総合病院,ニトベキネンナカノソウゴウビョウイン,病院,東京都中野区中央4-59-16,,35.702694,139.66713,03-3382-1231,,,,,,,,,,,内科、脳神経内科、皮膚科、小児科、精神科、外科、泌尿器科、脳神経外科、整形外科、眼科、耳鼻咽喉科、婦人科、放射線科、麻酔科、病理診断科、消化器外科、循環器内科,296,,
131148,100000003,東京都,中野区,一般財団法人自警会　東京警察病院,イッパンザイダンホウジンジケイカイ　トウキョウケイサツビョウイン,病院,東京都中野区中野4-22-1,,35.709152,139.659378,03-5343-5611,,,,,,,,,,,内科、呼吸器内科、循環器内科、消化器内科、血液内科、腎臓・内分泌・代謝内科、脳神経内科、外科、呼吸器外科、消化器外科、乳腺外科、血管外科、整形外科、脳神経外科、形成外科、美容外科、精神科、リウマチ科、小児科、皮膚科、泌尿器科、産婦人科、眼科、耳鼻咽喉科、リハビリテーション科、放射線科、病理診断科、臨床検査科、救急科、麻酔科、腎臓内科、糖尿病内科（代謝内科）、消化器外科（胃腸外科）、心臓血管外科,415,,
131148,100000004,東京都,中野区,社会医療法人社団健友会　中野共立病院,シャカイイリョウホウジンシャダンケンユウカイ　ナカノキョウリツビョウイン,病院,東京都中野区中野5-44-7,,35.708847,139.66716,03-3386-3166,,,,,,,,,,,内科、外科、理学診療科,110,,
131148,100000005,東京都,中野区,医療法人社団徳静会　横畠病院,イリョウホウジンシャダントクセイカイ　ヨコハタビョウイン,病院,東京都中野区新井1-38-6,,35.71302,139.666016,03-3389-2531,,,,,,,,,,,内科、消化器科、肛門科、整形外科、理学診療科、循環器内科,37,,
131148,100000006,東京都,中野区,社会福祉法人武蔵野療園　武蔵野療園病院,シャカイフクシホウジンムサシノリョウエン　ムサシノリョウエンビョウイン,病院,東京都中野区江古田2-24-11,,35.727547,139.664047,03-3389-5511,,,,,,,,,,,内科、理学診療科,92,,旧病床数：199
131148,100000007,東京都,中野区,医療法人財団健貢会　総合東京病院,イリョウホウジンザイダンケンコウカイ　ソウゴウトウキョウビョウイン,病院,東京都中野区江古田3-15-2,,35.727566,139.664261,03-3387-5421,,,,,,,,,,,内科、呼吸器内科、循環器内科、消化器内科、血液内科、腎臓内科、脳神経内科、糖尿病・代謝内科、外科、呼吸器外科、心臓血管外科、消化器外科、整形外科、脳神経外科、形成外科、美容外科、精神科、小児科、皮膚科、泌尿器科、眼科、耳鼻咽喉科、リハビリ科、放射線科、放射線診療科、放射線治療科、救急科、歯科、歯科口腔外科、血管外科、婦人科、産婦人科、麻酔科,451,,旧診療科目：内科、呼吸器科、循環器科、消化器科、神経内科、皮膚科、小児科、精神科、心療内科、外科、心臓血管外科、泌尿器科、脳神経外科、整形外科、美容外科、眼科、耳鼻咽喉科、婦人科、理学診療科、放射線科、麻酔科、歯科、歯科口腔外科、産婦人科
131148,100000008,東京都,中野区,社会福祉法人浄風園　中野江古田病院,シャカイフクシホウジンジョウフウエン　ナカノエゴタビョウイン,病院,東京都中野区江古田4-19-9,,35.727081,139.662521,03-3387-7321,,,,,,,,,,,内科、皮膚科、外科、泌尿器科、整形外科、耳鼻咽喉科、歯科、消化器外科（胃腸外科）、循環器内科、リハビリテーション科、糖尿病内科（代謝内科）、救急科　,173,,旧診療科目：内科、皮膚科、外科、泌尿器科、整形外科、耳鼻咽喉科、歯科　
131148,200000001,東京都,中野区,池田歯科医院,イケダシカイイン,無床診療所,東京都中野区南台1-1-5,,35.687054,139.677444,03-3376-1519,,,,,,,,,,,歯科,0,,
131148,200000002,東京都,中野区,医療法人社団創美会　いいの歯科医院,イリョウホウジンシャダンソウビカイ　イイノシカイイン,無床診療所,東京都中野区南台2-12-10,,35.682526,139.66954,03-5341-3531,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000003,東京都,中野区,医療法人社団　土田歯科医院,イリョウホウジンシャダン　ツチダシカイイン,無床診療所,東京都中野区南台3-6-25,スフィーダ中野1階,35.685585,139.669067,03-3229-0880,,,,,,,,,,,歯科,0,,
131148,200000004,東京都,中野区,渡部歯科,ワタベシカ,無床診療所,東京都中野区南台3-15-1,,35.683449,139.667404,03-3383-2802,,,,,,,,,,,歯科、小児歯科,0,,
131148,200000005,東京都,中野区,歯科室　福田,シカシツ　フクダ,無床診療所,東京都中野区南台3-27-10,,35.685238,139.666794,03-3381-8028,,,,,,,,,,,歯科、歯科口腔外科、小児歯科,0,,
131148,200000006,東京都,中野区,三上歯科医院,ミカミシカイイイン,無床診療所,東京都中野区南台3-37-27,,35.683651,139.665436,03-3384-0385,,,,,,,,,,,歯科,0,,
131148,200000007,東京都,中野区,山本歯科医院,ヤマモトシカイイン,無床診療所,東京都中野区南台4-16-7,,35.682312,139.665848,03-3381-8632,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000008,東京都,中野区,水野歯科医院,ミズノシカイイン,無床診療所,東京都中野区南台4-52-3,,35.678577,139.665634,03-3381-1366,,,,,,,,,,,歯科、小児歯科,0,,
131148,200000009,東京都,中野区,ひいらぎ歯科クリニック,ヒイラギシカクリニック,無床診療所,東京都中野区南台5-25-7,,35.684303,139.661133,03-6454-1182,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000010,東京都,中野区,方南町あつし歯科,ホウナンチョウアツシシカ,無床診療所,東京都中野区南台5-32-1,,35.683613,139.659653,03-5340-7033,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000011,東京都,中野区,金子歯科医院,カネコシカイイン,無床診療所,東京都中野区弥生町1-32-4,,35.689739,139.677902,03-3373-2561,,,,,,,,,,,歯科,0,,
131148,200000012,東京都,中野区,山崎歯科,ヤマザキシカ,無床診療所,東京都中野区弥生町2-21-6,第6鶴水ビル3階,35.692463,139.674454,03-3372-1125,,,,,,,,,,,歯科,0,,
131148,200000013,東京都,中野区,医療法人社団伸永会　歯科中橋,イリョウホウジンシャダンシンエイカイ　シカナカハシ,無床診療所,東京都中野区弥生町2-21-11,"協和ビル5番館1階-101号室,3階-301号室",35.692497,139.675095,03-6276-7157,,,,,,,,,,,歯科,0,,
131148,200000014,東京都,中野区,坪井歯科クリニック,ツボイシカクリニック,無床診療所,東京都中野区弥生町2-23-3,松屋ビル2階　201号,35.692642,139.674347,03-3382-1121,,,,,,,,,,,歯科,0,,
131148,200000015,東京都,中野区,松本歯科医院,マツモトシカイイン,無床診療所,東京都中野区弥生町2-25-13,永島ビル102,35.692177,139.673813,03-5342-3640,,,,,,,,,,,歯科、小児歯科,0,,
131148,200000016,東京都,中野区,かどむら歯科医院,カドムラシカイイン,無床診療所,東京都中野区弥生町2-46-8‐101,,35.690399,139.671249,03-5342-2581,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000017,東京都,中野区,のむら歯科クリニック,ノムラシカクリニック,無床診療所,東京都中野区弥生町3-2-8,,35.688301,139.676117,03-3378-8341,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000018,東京都,中野区,７Ｄｅｎｔａｌ　Ｃｌｉｎｉｃ,セブンデンタルクリニック,無床診療所,東京都中野区弥生町3-9-20,,35.687111,139.675964,03-3376-8908,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000019,東京都,中野区,宮内歯科医院,ミヤウチシカイイン,無床診療所,東京都中野区弥生町3-16-3,,35.687084,139.674591,03-3372-0763,,,,,,,,,,,歯科,0,,
131148,200000020,東京都,中野区,大庭歯科医院,オオバシカイイン,無床診療所,東京都中野区弥生町4-1-12,,35.687119,139.672165,03-3381-6549,,,,,,,,,,,歯科、小児歯科,0,,
131148,200000021,東京都,中野区,南中野小川歯科クリニック,ミナミナカノオガワシカクリニック,無床診療所,東京都中野区弥生町4-4-15,,35.688122,139.672623,03-3383-7096,,,,,,,,,,,歯科、矯正歯科、小児歯科,0,,
131148,200000022,東京都,中野区,すぎうら歯科,スギウラシカ,無床診療所,東京都中野区弥生町4-22-1,S.Kレジデンス,35.68639,139.670883,03-5342-4767,,,,,,,,,,,歯科、小児歯科,0,,
131148,200000023,東京都,中野区,やよい歯科,ヤヨイシカ,無床診療所,東京都中野区弥生町5-4-16,藤和中野弥生町コープ竹川ビル102号,35.686546,139.667328,03-6882-3421,,,,,,,,,,,歯科、小児歯科、歯科口腔外科,0,,
131148,200000024,東京都,中野区,なかの通り歯のクリニック,ナカノドオリハノクリニック,無床診療所,東京都中野区弥生町5-11-21,,35.688751,139.668671,03-6304-8756,,,,,,,,,,,歯科、小児歯科、歯科口腔外科、矯正歯科,0,,
131148,200000025,東京都,中野区,岡田歯科医院,オカダシカイイン,無床診療所,東京都中野区弥生町5-14-3,,35.687874,139.666473,03-3384-4182,,,,,,,,,,,歯科,0,,
131148,200000026,東京都,中野区,ふじみ歯科,フジミシカ,無床診療所,東京都中野区弥生町5-27-1,協和ビル参番館1-B号室,35.691051,139.667847,03-6304-8278,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000027,東京都,中野区,ハーモニーウイング歯科,ハーモニーウイングシカ,無床診療所,東京都中野区本町1-32-4,ハーモニーウイング6階,35.695862,139.683975,03-5334-7890,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000028,東京都,中野区,小林歯科クリニック,コバヤシシカクリニック,無床診療所,東京都中野区本町2-2-13,にったんビル2階,35.692657,139.681915,03-3320-1182,,,,,,,,,,,歯科,0,,
131148,200000029,東京都,中野区,小椋歯科クリニック,オグラシカクリニック,無床診療所,東京都中野区本町2-44-12,,35.69585,139.681686,03-5350-4888,,,,,,,,,,,歯科,0,,
131148,200000030,東京都,中野区,サンブライト歯科,サンブライトシカ,無床診療所,東京都中野区本町2-46-1,3階,35.695965,139.682465,03-5350-3565,,,,,,,,,,,歯科,0,,
131148,200000031,東京都,中野区,医療法人社団翠聖会　パール歯科医院,イリョウホウジンシャダンスイセイカイ　パールシカイイン,無床診療所,東京都中野区本町2-54-13,黒須ビル1階,35.697315,139.679108,03-3372-4447,,,,,,,,,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
131148,200000033,東京都,中野区,中村歯科,ナカムラシカ,無床診療所,東京都中野区本町3-27-17,,35.696522,139.678482,03-3376-8777,,,,,,,,,,,歯科,0,,
131148,200000034,東京都,中野区,伊井歯科クリニック,イイシカクリニック,無床診療所,東京都中野区本町4-5-10,102号,35.697506,139.67337,03-5340-6480,,,,,,,,,,,歯科、矯正歯科、小児歯科,0,,
131148,200000035,東京都,中野区,医療法人社団歯磨きワン　高野歯科クリニック,イリョウホウジンシャダンハミガキワン　タカノシカクリニック　,無床診療所,東京都中野区本町4-21-16,ウィン新中野203号,35.697247,139.671616,03-3383-4618,,,,,,,,,,,歯科、矯正歯科、小児歯科,0,,
